date,pctChg
2012-09-21,0.091509
2012-09-24,0.320822
2012-09-25,-0.191770
2012-09-26,-1.237917
2012-09-27,2.602122
2012-09-28,1.451423
2012-10-08,-0.563233
2012-10-09,1.967348
2012-10-10,0.222761
2012-10-11,-0.805398
2012-10-12,0.098150
2012-10-15,-0.295924
2012-10-16,0.005014
2012-10-17,0.324461
2012-10-18,1.238120
2012-10-19,-0.158841
2012-10-22,0.209371
2012-10-23,-0.858561
2012-10-24,0.072973
2012-10-25,-0.681001
2012-10-26,-1.683071
2012-10-29,-0.351652
2012-10-30,0.165318
2012-10-31,0.316773
2012-11-01,1.718229
2012-11-02,0.599589
2012-11-05,-0.142595
2012-11-06,-0.379753
2012-11-07,-0.012775
2012-11-08,-1.625135
2012-11-09,-0.117892
2012-11-12,0.493316
2012-11-13,-1.509416
2012-11-14,0.367691
2012-11-15,-1.222569
2012-11-16,-0.766642
2012-11-19,0.112029
2012-11-20,-0.399561
2012-11-21,1.065048
2012-11-22,-0.724419
2012-11-23,0.584094
2012-11-26,-0.489303
2012-11-27,-1.303565
2012-11-28,-0.886019
2012-11-29,-0.508477
2012-11-30,0.846906
2012-12-03,-1.027716
2012-12-04,0.784582
2012-12-05,2.873920
2012-12-06,-0.131400
2012-12-07,1.603993
2012-12-10,1.066266
2012-12-11,-0.435073
2012-12-12,0.386656
2012-12-13,-1.020297
2012-12-14,4.324519
2012-12-17,0.451824
2012-12-18,0.098228
2012-12-19,-0.010409
2012-12-20,0.282763
2012-12-21,-0.693751
2012-12-24,0.266702
2012-12-25,2.526946
2012-12-26,0.249411
2012-12-27,-0.596409
2012-12-28,1.240084
2012-12-31,1.606446
2013-01-04,0.346566
2013-01-07,0.367681
2013-01-08,-0.406672
2013-01-09,-0.032072
2013-01-10,0.365566
2013-01-11,-1.780516
2013-01-14,3.064780
2013-01-15,0.603091
2013-01-16,-0.695833
2013-01-17,-1.064737
2013-01-18,1.407546
2013-01-21,0.481249
2013-01-22,-0.561890
2013-01-23,0.249314
2013-01-24,-0.789043
2013-01-25,-0.490487
2013-01-28,2.409149
2013-01-29,0.531521
2013-01-30,0.996112
2013-01-31,0.123696
2013-02-01,1.408468
2013-02-04,0.377592
2013-02-05,0.204922
2013-02-06,0.055368
2013-02-07,-0.655049
2013-02-08,0.573574
2013-02-18,-0.445814
2013-02-19,-1.595834
2013-02-20,0.598591
2013-02-21,-2.971288
2013-02-22,-0.506755
2013-02-25,0.503639
2013-02-26,-1.396412
2013-02-27,0.866810
2013-02-28,2.264076
2013-03-01,-0.257310
2013-03-04,-3.649156
2013-03-05,2.326989
2013-03-06,0.897262
2013-03-07,-0.975042
2013-03-08,-0.244456
2013-03-11,-0.345813
2013-03-12,-1.038177
2013-03-13,-0.989981
2013-03-14,0.278674
2013-03-15,0.357832
2013-03-18,-1.684724
2013-03-19,0.777582
2013-03-20,2.655225
2013-03-21,0.296366
2013-03-22,0.173654
2013-03-25,-0.067131
2013-03-26,-1.248376
2013-03-27,0.156249
2013-03-28,-2.822674
2013-03-29,0.014269
2013-04-01,-0.099528
2013-04-02,-0.297845
2013-04-03,-0.109756
2013-04-08,-0.615778
2013-04-09,0.641296
2013-04-10,0.015773
2013-04-11,-0.295266
2013-04-12,-0.575474
2013-04-15,-1.125537
2013-04-16,0.591402
2013-04-17,-0.047842
2013-04-18,0.173496
2013-04-19,2.140561
2013-04-22,-0.110223
2013-04-23,-2.570318
2013-04-24,1.546324
2013-04-25,-0.857011
2013-04-26,-0.972796
2013-05-02,-0.173977
2013-05-03,1.443066
2013-05-06,1.163862
2013-05-07,0.197607
2013-05-08,0.479747
2013-05-09,-0.593380
2013-05-10,0.620703
2013-05-13,-0.218580
2013-05-14,-1.111097
2013-05-15,0.351244
2013-05-16,1.213989
2013-05-17,1.379524
2013-05-20,0.749757
2013-05-21,0.222955
2013-05-22,-0.117605
2013-05-23,-1.161225
2013-05-24,0.565371
2013-05-27,0.198553
2013-05-28,1.231586
2013-05-29,0.116269
2013-05-30,-0.269708
2013-05-31,-0.740117
2013-06-03,-0.058377
2013-06-04,-1.167160
2013-06-05,-0.065354
2013-06-06,-1.269118
2013-06-07,-1.392089
2013-06-13,-2.828849
2013-06-14,0.637047
2013-06-17,-0.269464
2013-06-18,0.142654
